metric,final_SSE,iters,time_s,accuracy
euclidean,5578416.811072183,500,13.818536043167114,0.4667466746674667
cosine,3071.9282591368146,30,0.8997287750244141,0.5458545854585458
jaccard,3660.1959119997355,31,5.536701917648315,0.5985598559855986
