metric,final_SSE,iters,time_s,accuracy
euclidean,5578417.102019863,100,2.842935085296631,0.4667466746674667
cosine,3058.8264349022006,100,3.058612823486328,0.5932593259325932
jaccard,3660.26788841469,100,19.00419282913208,0.6007600760076007
